Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2011-01-03,9.857318878173828,11.770357131958008,11.795000076293945,11.601428985595703,11.630000114440918,445138400
2011-01-04,9.908761024475098,11.831786155700684,11.875,11.719642639160156,11.872857093811035,309080800
2011-01-05,9.989812850952148,11.928570747375488,11.940713882446289,11.76785659790039,11.76964282989502,255519600
2011-01-06,9.981745719909668,11.918929100036621,11.973214149475098,11.889286041259766,11.954285621643066,300428800
2011-01-07,10.053223609924316,12.00428581237793,12.012499809265137,11.853570938110352,11.928214073181152,311931200
2011-01-10,10.242552757263184,12.23035717010498,12.258213996887207,12.041786193847656,12.10107135772705,448560000
2011-01-11,10.218328475952148,12.20142936706543,12.319999694824219,12.123929023742676,12.317143440246582,444108000
2011-01-12,10.301477432250977,12.300713539123535,12.301071166992188,12.214285850524902,12.258929252624512,302590400
2011-01-13,10.339158058166504,12.34571361541748,12.380000114440918,12.280357360839844,12.327142715454102,296780400
2011-01-14,10.422908782958984,12.445713996887207,12.445713996887207,12.30142879486084,12.353214263916016,308840000
2011-01-18,10.18871784210205,12.166070938110352,12.312856674194336,11.64285659790039,11.768570899963379,1880998000
2011-01-19,10.134580612182617,12.101428985595703,12.449999809265137,12.031429290771484,12.441070556640625,1135612800
2011-01-20,9.950340270996094,11.881428718566895,12.08214282989502,11.789999961853027,12.01535701751709,764789200
2011-01-21,9.772075653076172,11.668571472167969,11.960000038146973,11.665356636047363,11.920356750488281,754401200
2011-01-24,10.09300708770752,12.051786422729492,12.051786422729492,11.668571472167969,11.673929214477539,574683200
2011-01-25,10.211146354675293,12.192856788635254,12.194286346435547,11.948928833007812,12.011786460876465,546868000
2011-01-26,10.284427642822266,12.280357360839844,12.342857360839844,12.196429252624512,12.248571395874023,506875600
2011-01-27,10.265281677246094,12.257499694824219,12.310357093811035,12.243928909301758,12.277856826782227,285026000
2011-01-28,10.052627563476562,12.003570556640625,12.300000190734863,11.911786079406738,12.291786193847656,592057200
2011-01-31,10.148937225341797,12.118571281433105,12.144286155700684,11.939286231994629,11.992856979370117,377246800
2011-02-01,10.319720268249512,12.322500228881836,12.344642639160156,12.177857398986816,12.189286231994629,426633200
2011-02-02,10.298481941223145,12.29714298248291,12.33035659790039,12.26964282989502,12.301786422729492,258955200
2011-02-03,10.272161483764648,12.265713691711426,12.294285774230957,12.091071128845215,12.278571128845215,393797600
2011-02-04,10.363690376281738,12.375,12.382143020629883,12.268214225769043,12.272856712341309,321840400
2011-02-07,10.524602890014648,12.567143440246582,12.616070747375488,12.415714263916016,12.424642562866211,485021600
2011-02-08,10.623900413513184,12.685713768005371,12.697142601013184,12.576786041259766,12.631428718566895,381040800
2011-02-09,10.712431907653809,12.791428565979004,12.821429252624512,12.673929214477539,12.685357093811035,482745200
2011-02-10,10.604162216186523,12.662142753601074,12.85714340209961,12.428570747375488,12.76392936706543,928550000
2011-02-11,10.673254013061523,12.744643211364746,12.778571128845215,12.626428604125977,12.66964340209961,367572800
2011-02-14,10.74294376373291,12.82785701751709,12.838570594787598,12.739643096923828,12.742500305175781,310416400
2011-02-15,10.764474868774414,12.853570938110352,12.856071472167969,12.76964282989502,12.828213691711426,284174800
2011-02-16,10.861084938049316,12.968929290771484,13.032142639160156,12.875,12.885713577270508,481157600
2011-02-17,10.716620445251465,12.796428680419922,12.866786003112793,12.732856750488281,12.758929252624512,530583200
2011-02-18,10.485119819641113,12.520000457763672,12.839285850524902,12.482856750488281,12.811071395874023,816057200
2011-02-22,10.12769889831543,12.09321403503418,12.335714340209961,12.061429023742676,12.219642639160156,872555600
2011-02-23,10.247638702392578,12.236429214477539,12.308570861816406,12.09321403503418,12.098929405212402,671854400
2011-02-24,10.255415916442871,12.24571418762207,12.326786041259766,12.084643363952637,12.286429405212402,499900800
2011-02-25,10.413335800170898,12.434286117553711,12.443928718566895,12.314286231994629,12.330714225769043,380018800
2011-02-28,10.564379692077637,12.614643096923828,12.680356979370117,12.539999961853027,12.544285774230957,403074000
2011-03-01,10.447731018066406,12.475357055664062,12.704285621643066,12.417142868041992,12.695357322692871,456136800
2011-03-02,10.531779289245605,12.575714111328125,12.655357360839844,12.442856788635254,12.498571395874023,602590800
2011-03-03,10.754305839538574,12.841428756713867,12.849642753601074,12.71142864227295,12.756786346435547,500788400
2011-03-04,10.767470359802246,12.85714340209961,12.867500305175781,12.776785850524902,12.85964298248291,453266800
2011-03-07,10.62868881225586,12.691429138183594,12.916786193847656,12.546786308288574,12.907142639160156,546123200
2011-03-08,10.640647888183594,12.705714225769043,12.764286041259766,12.58035659790039,12.6753568649292,356316800
2011-03-09,10.542248725891113,12.588213920593262,12.670000076293945,12.521429061889648,12.667499542236328,453306000
2011-03-10,10.368773460388184,12.381071090698242,12.491786003112793,12.317856788635254,12.468570709228516,507539200
2011-03-11,10.527888298034668,12.571070671081543,12.582857131958008,12.321429252624512,12.333213806152344,471080400
2011-03-14,10.574848175048828,12.627142906188965,12.731429100036621,12.546786308288574,12.613571166992188,435957200
2011-03-15,10.331685066223145,12.336786270141602,12.422857284545898,12.146429061889648,12.217857360839844,721081200
2011-03-16,9.870471954345703,11.786070823669434,12.25,11.652142524719238,12.214285850524902,1162011200
2011-03-17,10.008955955505371,11.95142936706543,12.128929138183594,11.809286117553711,12.029643058776855,659422400
2011-03-18,9.890218734741211,11.809642791748047,12.078571319580078,11.785714149475098,12.040356636047363,753214000
2011-03-21,10.148338317871094,12.117856979370117,12.133570671081543,11.973570823669434,11.999643325805664,409402000
2011-03-22,10.205162048339844,12.185713768005371,12.236429214477539,12.112142562866211,12.234286308288574,325922800
2011-03-23,10.145045280456543,12.11392879486084,12.150713920593262,11.998213768005371,12.117142677307129,372996400
2011-03-24,10.317925453186035,12.320357322692871,12.35714340209961,12.102143287658691,12.208929061889648,404712000
2011-03-25,10.514432907104492,12.555000305175781,12.57357120513916,12.393570899963379,12.431071281433105,448910000
2011-03-28,10.48153305053711,12.515713691711426,12.65428638458252,12.515713691711426,12.612500190734863,309355200
2011-03-29,10.497082710266113,12.534285545349121,12.534285545349121,12.359286308288574,12.416428565979004,352900800
2011-03-30,10.42739200592041,12.451070785522461,12.531429290771484,12.408571243286133,12.522856712341309,329406000
2011-03-31,10.423807144165039,12.446785926818848,12.492856979370117,12.359286308288574,12.369999885559082,274019200
2011-04-01,10.305662155151367,12.305713653564453,12.556785583496094,12.260713577270508,12.539643287658691,418661600
2011-04-04,10.20486831665039,12.185357093811035,12.307143211364746,12.085714340209961,12.296786308288574,460084800
2011-04-05,10.136075019836426,12.103214263916016,12.223214149475098,12.0,12.035357475280762,482731200
2011-04-06,10.110648155212402,12.072856903076172,12.282142639160156,12.040714263916016,12.186429023742676,402539200
2011-04-07,10.111847877502441,12.074286460876465,12.15821361541748,12.001070976257324,12.074999809265137,373447200
2011-04-08,10.021522521972656,11.966428756713867,12.148214340209961,11.926786422729492,12.140000343322754,377535200
2011-04-11,9.894107818603516,11.814286231994629,11.988213539123535,11.786429405212402,11.930713653564453,398946800
2011-04-12,9.941964149475098,11.871429443359375,11.918929100036621,11.79285717010498,11.803214073181152,425639200
2011-04-13,10.053528785705566,12.004643440246582,12.005000114440918,11.875714302062988,11.96500015258789,346220000
2011-04-14,9.942558288574219,11.872142791748047,12.0,11.859286308288574,11.95714282989502,301800800
2011-04-15,9.794204711914062,11.694999694824219,11.915714263916016,11.671428680419922,11.903571128845215,453605600
2011-04-18,9.925507545471191,11.851785659790039,11.865357398986816,11.434286117553711,11.646429061889648,609898800
2011-04-19,10.105268478393555,12.066429138183594,12.070713996887207,11.846785545349121,11.896429061889648,419378400
2011-04-20,10.241358757019043,12.228928565979004,12.348214149475098,12.196429252624512,12.268214225769043,700666400
2011-04-21,10.489306449890137,12.524999618530273,12.68321418762207,12.447142601013184,12.678570747375488,753810400
2011-04-25,10.558401107788086,12.607500076293945,12.633929252624512,12.510713577270508,12.5121431350708,266546000
2011-04-26,10.480934143066406,12.515000343322754,12.678214073181152,12.476785659790039,12.62928581237793,338800000
2011-04-27,10.472856521606445,12.505356788635254,12.583929061889648,12.396429061889648,12.579999923706055,356213200
2011-04-28,10.371167182922363,12.383929252624512,12.491070747375488,12.34000015258789,12.36392879486084,360959200
2011-04-29,10.472258567810059,12.504643440246582,12.641071319580078,12.381071090698242,12.385000228881836,1006345200
2011-05-02,10.35710620880127,12.367142677307129,12.516785621643066,12.339285850524902,12.490714073181152,442713600
2011-05-03,10.414534568786621,12.435713768005371,12.496070861816406,12.343570709228516,12.428214073181152,313348000
2011-05-04,10.455507278442383,12.48464298248291,12.565357208251953,12.388570785522461,12.437856674194336,389250400
2011-05-05,10.371167182922363,12.383929252624512,12.533928871154785,12.358928680419922,12.442856788635254,335969200
2011-05-06,10.368470191955566,12.380714416503906,12.5,12.364643096923828,12.48892879486084,280134400
2011-05-09,10.396589279174805,12.414285659790039,12.471428871154785,12.376070976257324,12.42357063293457,204747200
2011-05-10,10.451920509338379,12.48035717010498,12.48892879486084,12.380714416503906,12.460356712341309,282091600
2011-05-11,10.385520935058594,12.401070594787598,12.5,12.329999923706055,12.46500015258789,336000000
2011-05-12,10.365779876708984,12.3774995803833,12.397143363952637,12.223929405212402,12.361429214477539,322000000
2011-05-13,10.184228897094727,12.160714149475098,12.366070747375488,12.155357360839844,12.345000267028809,326116000
2011-05-16,9.968876838684082,11.903571128845215,12.186429023742676,11.878570556640625,12.114286422729492,449775200
2011-05-17,10.053821563720703,12.005000114440918,12.005000114440918,11.811785697937012,11.85714340209961,452334400
2011-05-18,10.165387153625488,12.138214111328125,12.180356979370117,12.0,12.016785621643066,334776400
2011-05-19,10.185128211975098,12.161786079406738,12.228928565979004,12.095356941223145,12.217143058776855,261170000
2011-05-20,10.026307106018066,11.972143173217773,12.176786422729492,11.96500015258789,12.127142906188965,337968400
2011-05-23,10.001778602600098,11.942856788635254,11.999285697937012,11.765000343322754,11.784643173217773,383600000
2011-05-24,9.935681343078613,11.86392879486084,11.996429443359375,11.833571434020996,11.98214340209961,321927200
2011-05-25,10.072967529296875,12.027856826782227,12.091428756713867,11.887499809265137,11.90821361541748,294224000
2011-05-26,10.01972484588623,11.964285850524902,12.03178596496582,11.943928718566895,11.998929023742676,222560800
2011-05-27,10.09181022644043,12.0503568649292,12.05821418762207,11.939642906188965,11.95714282989502,203599200
2011-05-31,10.40346622467041,12.422499656677246,12.422499656677246,12.178570747375488,12.182143211364746,417754400
2011-06-01,10.334076881408691,12.339642524719238,12.576070785522461,12.308929443359375,12.459643363952637,554682800
2011-06-02,10.351722717285156,12.360713958740234,12.427857398986816,12.296428680419922,12.375,338783200
2011-06-03,10.272161483764648,12.265713691711426,12.333213806152344,12.214642524719238,12.256428718566895,313250000
2011-06-06,10.110648155212402,12.072856903076172,12.39464282989502,12.064642906188965,12.346428871154785,461941200
2011-06-07,9.931192398071289,11.85857105255127,12.079285621643066,11.853570938110352,12.077500343322754,529785200
2011-06-08,9.937177658081055,11.865714073181152,11.95714282989502,11.808929443359375,11.849286079406738,333723600
2011-06-09,9.914743423461914,11.838929176330566,11.916786193847656,11.8125,11.901785850524902,275088800
2011-06-10,9.747552871704102,11.639286041259766,11.845000267028809,11.625356674194336,11.805356979370117,433955200
2011-06-13,9.768487930297852,11.664285659790039,11.725357055664062,11.60964298248291,11.685713768005371,329473200
2011-06-14,9.943154335021973,11.872857093811035,11.901785850524902,11.76107120513916,11.785714149475098,334569200
2011-06-15,9.77297306060791,11.66964340209961,11.796428680419922,11.602856636047363,11.776785850524902,399196000
2011-06-16,9.72541618347168,11.6128568649292,11.738571166992188,11.368928909301758,11.675000190734863,510591200
2011-06-17,9.578858375549316,11.437856674194336,11.758929252624512,11.40571403503418,11.749643325805664,615020000
2011-06-20,9.431105613708496,11.261428833007812,11.346428871154785,11.089285850524902,11.334285736083984,640645600
2011-06-21,9.729604721069336,11.617856979370117,11.635713577270508,11.257143020629883,11.3100004196167,493382400
2011-06-22,9.649148941040039,11.521785736083984,11.746429443359375,11.513570785522461,11.6128568649292,390583200
2011-06-23,9.906968116760254,11.829643249511719,11.846071243286133,11.361429214477539,11.390713691711426,559759200
2011-06-24,9.761006355285645,11.655357360839844,11.898214340209961,11.610357284545898,11.834643363952637,439807200
2011-06-27,9.931192398071289,11.85857105255127,11.925000190734863,11.6875,11.6996431350708,339813600
2011-06-28,10.027501106262207,11.973570823669434,12.024999618530273,11.908571243286133,11.916070938110352,294299600
2011-06-29,9.991013526916504,11.930000305175781,12.013214111328125,11.852856636047363,12.001428604125977,352545200
2011-06-30,10.039763450622559,11.988213539123535,12.004643440246582,11.8871431350708,11.953571319580078,322954800
2011-07-01,10.266778945922852,12.259285926818848,12.26785659790039,11.935713768005371,11.998213768005371,435313200
2011-07-05,10.451324462890625,12.479642868041992,12.493928909301758,12.23214340209961,12.25,355054000
2011-07-06,10.521010398864746,12.562856674194336,12.646429061889648,12.382499694824219,12.462499618530273,444626000
2011-07-07,10.683720588684082,12.757143020629883,12.785714149475098,12.64285659790039,12.666786193847656,399663600
2011-07-08,10.758794784545898,12.846785545349121,12.85714340209961,12.578571319580078,12.619285583496094,489633200
2011-07-11,10.588008880615234,12.64285659790039,12.848929405212402,12.600713729858398,12.726428985595703,442674400
2011-07-12,10.580531120300293,12.633929252624512,12.774286270141602,12.450714111328125,12.626070976257324,451609200
2011-07-13,10.708250045776367,12.786429405212402,12.85714340209961,12.727856636047363,12.797499656677246,391638800
2011-07-14,10.70076847076416,12.77750015258789,12.914643287658691,12.726428985595703,12.893214225769043,430533600
2011-07-15,10.91462230682373,13.032856941223145,13.035714149475098,12.827500343322754,12.89892864227295,484467200
2011-07-18,11.180220603942871,13.350000381469727,13.380356788635254,13.045714378356934,13.051071166992188,572653200
2011-07-19,11.271445274353027,13.458929061889648,13.523214340209961,13.332857131958008,13.5,819145600
2011-07-20,11.57203483581543,13.817856788635254,14.15250015258789,13.785714149475098,14.147143363952637,941340400
2011-07-21,11.583698272705078,13.831786155700684,13.930713653564453,13.710714340209961,13.819643020629883,526534400
2011-07-22,11.763459205627441,14.046428680419922,14.108928680419922,13.848214149475098,13.868571281433105,516728800
2011-07-25,11.918992042541504,14.23214340209961,14.285714149475098,13.914999961853027,13.941070556640625,589806000
2011-07-26,12.06584644317627,14.407500267028809,14.446429252624512,14.274286270141602,14.285714149475098,476582400
2011-07-27,11.742222785949707,14.021071434020996,14.380000114440918,14.005356788635254,14.306785583496094,659324400
2011-07-28,11.719189643859863,13.993571281433105,14.178214073181152,13.861785888671875,13.986429214477539,594034000
2011-07-29,11.679109573364258,13.945713996887207,14.112500190734863,13.714285850524902,13.84428596496582,632584400
2011-08-01,11.866644859313965,14.16964340209961,14.26785659790039,14.013214111328125,14.206428527832031,612836000
2011-08-02,11.632152557373047,13.889642715454102,14.210714340209961,13.869643211364746,14.201786041259766,639539600
2011-08-03,11.741623878479004,14.020357131958008,14.055356979370117,13.651429176330566,13.963570594787598,732508000
2011-08-04,11.286993980407715,13.477499961853027,13.975713729858398,13.476785659790039,13.907500267028809,871407600
2011-08-05,11.174835205078125,13.343570709228516,13.696429252624512,12.948928833007812,13.587142944335938,1204590800
2011-08-08,10.564379692077637,12.614643096923828,13.134642601013184,12.607856750488281,12.917499542236328,1143833600
2011-08-09,11.186504364013672,13.357500076293945,13.378929138183594,12.678570747375488,12.903571128845215,1082583600
2011-08-10,10.877837181091309,12.98892879486084,13.380356788635254,12.946429252624512,13.255356788635254,878656800
2011-08-11,11.177227973937988,13.346428871154785,13.408928871154785,13.025713920593262,13.232856750488281,741969200
2011-08-12,11.275628089904785,13.463929176330566,13.558570861816406,13.365357398986816,13.5024995803833,528976000
2011-08-15,11.4676513671875,13.693214416503906,13.748929023742676,13.503213882446289,13.55821418762207,460544000
2011-08-16,11.380012512207031,13.588570594787598,13.69178581237793,13.430713653564453,13.625714302062988,498750000
2011-08-17,11.378819465637207,13.587142944335938,13.732856750488281,13.5,13.653928756713867,442061200
2011-08-18,10.948421478271484,13.073213577270508,13.308929443359375,12.906070709228516,13.244285583496094,851435200
